t_s	speed_m_s	speed_km_h	acel_m_s2	Alt_api_c_f	N_intervalo_200m	Pendiente_200m	R2_200m	Grade_200m	Driver	micro_ciclo	Cluster
2160	3,575825175	12,87297063	-0,008704351	1550,70272	45	0,023860047	0,393715596	1,366820676	6	639	3
2161	3,645400932	13,12344336	0,168749417	1550,965946	45	0,023860047	0,393715596	1,366820676	6	639	3
2162	3,892629371	14,01346573	0,281971251	1551,216757	45	0,023860047	0,393715596	1,366820676	6	639	3
2163	4,168820513	15,00775385	0,260183178	1551,454598	45	0,023860047	0,393715596	1,366820676	6	639	3
2164	4,379526807	15,7662965	0,132025641	1551,678983	45	0,023860047	0,393715596	1,366820676	6	639	3
2165	4,418382284	15,90617622	-0,032707653	1551,889491	45	0,023860047	0,393715596	1,366820676	6	639	3
2166	4,304815851	15,49733706	-0,238074786	1552,085759	45	0,023860047	0,393715596	1,366820676	6	639	3
2167	3,963624709	14,26904895	-0,371907343	1552,267484	45	0,023860047	0,393715596	1,366820676	6	639	3
2168	3,598363636	12,95410909	-0,359058081	1552,435154	45	0,023860047	0,393715596	1,366820676	6	639	3
2169	3,229652681	11,62674965	-0,421543706	1552,588805	45	0,023860047	0,393715596	1,366820676	6	639	3
2170	2,741736597	9,870251748	-0,542219697	1552,728544	45	0,023860047	0,393715596	1,366820676	6	639	3
2171	2,169132867	7,808878322	-0,572432012	1552,854552	45	0,023860047	0,393715596	1,366820676	6	639	3
2172	1,620841492	5,835029371	-0,520991453	1552,967073	45	0,023860047	0,393715596	1,366820676	6	639	3
2173	1,131675991	4,074033566	-0,437147242	1553,06642	45	0,023860047	0,393715596	1,366820676	6	639	3
2174	0,693979021	2,498324476	-0,619380536	1553,152964	45	0,023860047	0,393715596	1,366820676	6	639	3
2175	0	0	-0,368346348	1553,227135	45	0,023860047	0,393715596	1,366820676	6	639	3
2176	0	0	0,057831585	1553,289416	45	0,023860047	0,393715596	1,366820676	6	639	3
2177	0	0	0	1553,340342	45	0,023860047	0,393715596	1,366820676	6	639	3
2178	0	0	0	1553,380492	45	0,023860047	0,393715596	1,366820676	6	639	3
2179	0	0	0	1553,41049	45	0,023860047	0,393715596	1,366820676	6	639	3
2180	0	0	0	1553,430996	45	0,023860047	0,393715596	1,366820676	6	639	3
2181	0	0	0	1553,442703	45	0,023860047	0,393715596	1,366820676	6	639	3
2182	0	0	0	1553,446334	45	0,023860047	0,393715596	1,366820676	6	639	3
2183	0	0	0	1553,442635	45	0,023860047	0,393715596	1,366820676	6	639	3
2184	0	0	0	1553,432372	45	0,023860047	0,393715596	1,366820676	6	639	3
2185	0	0	0	1553,416323	45	0,023860047	0,393715596	1,366820676	6	639	3
2186	0	0	0	1553,395276	45	0,023860047	0,393715596	1,366820676	6	639	3
2187	0	0	0	1553,37002	45	0,023860047	0,393715596	1,366820676	6	639	3
2188	0	0	0	1553,341344	45	0,023860047	0,393715596	1,366820676	6	639	3
2189	0	0	0	1553,310024	45	0,023860047	0,393715596	1,366820676	6	639	3
2190	0	0	0	1553,276826	45	0,023860047	0,393715596	1,366820676	6	639	3
2191	0	0	0	1553,242491	45	0,023860047	0,393715596	1,366820676	6	639	3
2192	0	0	0	1553,207735	45	0,023860047	0,393715596	1,366820676	6	639	3
2193	0	0	0	1553,173239	45	0,023860047	0,393715596	1,366820676	6	639	3
2194	0	0	0	1553,139642	45	0,023860047	0,393715596	1,366820676	6	639	3
2195	0	0	0	1553,107539	45	0,023860047	0,393715596	1,366820676	6	639	3
2196	0	0	0	1553,077466	45	0,023860047	0,393715596	1,366820676	6	639	3
2197	0	0	0	1553,0499	45	0,023860047	0,393715596	1,366820676	6	639	3
2198	0	0	0	1553,025247	45	0,023860047	0,393715596	1,366820676	6	639	3
2199	0	0	0	1553,005421	45	0,023860047	0,393715596	1,366820676	6	639	3
2200	0	0	0	1552,990109	45	0,023860047	0,393715596	1,366820676	6	639	3
2201	0	0	0	1552,978977	45	0,023860047	0,393715596	1,366820676	6	639	3
2202	0	0	0	1552,97165	45	0,023860047	0,393715596	1,366820676	6	639	3
2203	0	0	0	1552,967707	45	0,023860047	0,393715596	1,366820676	6	639	3
2204	0	0	0	1552,966668	45	0,023860047	0,393715596	1,366820676	6	639	3
2205	0	0	0	1552,967981	45	0,023860047	0,393715596	1,366820676	6	639	3
2206	0	0	0	1552,971008	45	0,023860047	0,393715596	1,366820676	6	639	3
2207	0	0	0	1552,975019	45	0,023860047	0,393715596	1,366820676	6	639	3
2208	0	0	0	1552,97991	45	0,023860047	0,393715596	1,366820676	6	639	3
2209	0	0	0	1552,984958	45	0,023860047	0,393715596	1,366820676	6	639	3
2210	0	0	0	1552,989328	45	0,023860047	0,393715596	1,366820676	6	639	3
2211	0	0	0	1552,992072	45	0,023860047	0,393715596	1,366820676	6	639	3
2212	0	0	0	1552,99211	45	0,023860047	0,393715596	1,366820676	6	639	3
2213	0	0	0	1552,988222	45	0,023860047	0,393715596	1,366820676	6	639	3
2214	0	0	0	1552,979035	45	0,023860047	0,393715596	1,366820676	6	639	3
2215	0	0	0	1552,968911	45	0,023860047	0,393715596	1,366820676	6	639	3
2216	0	0	-0,080261655	1552,958012	45	0,023860047	0,393715596	1,366820676	6	639	3
2217	0	0	0,506893551	1454,507006	105	0,061832727	0,543327161	3,538249636	7	657	3
2218	0,91139627	3,281026573	0,704229021	1454,399371	105	0,061832727	0,543327161	3,538249636	7	657	3
2219	1,208447552	4,350411189	0,102632284	1454,30282	105	0,061832727	0,543327161	3,538249636	7	657	3
2220	1,216832168	4,380595804	-0,02022028	1454,218863	105	0,061832727	0,543327161	3,538249636	7	657	3
2221	1,211899767	4,362839161	-0,02173951	1454,149316	105	0,061832727	0,543327161	3,538249636	7	657	3
2222	1,181657343	4,253966434	0,005695998	1454,115542	105	0,061832727	0,543327161	3,538249636	7	657	3
2223	1,187923077	4,276523077	-0,119846542	1454,111992	105	0,061832727	0,543327161	3,538249636	7	657	3
2224	0,956666667	3,444	-0,188632284	1454,133783	105	0,061832727	0,543327161	3,538249636	7	657	3
2225	0,850132867	3,060478322	-0,100381507	1454,177174	105	0,061832727	0,543327161	3,538249636	7	657	3
2226	0,742923077	2,674523077	-0,086213675	1454,218928	105	0,061832727	0,543327161	3,538249636	7	657	3
2227	0,682552448	2,457188811	0,009287296	1454,264696	105	0,061832727	0,543327161	3,538249636	7	657	3
2228	0,650587413	2,342114685	-0,393124709	1454,309947	105	0,061832727	0,543327161	3,538249636	7	657	3
2229	0	0	-0,376845571	1454,357337	105	0,061832727	0,543327161	3,538249636	7	657	3
2230	0	0	0,054215618	1454,409305	105	0,061832727	0,543327161	3,538249636	7	657	3
2231	0	0	0	1454,468064	105	0,061832727	0,543327161	3,538249636	7	657	3
2232	0	0	0	1454,535588	105	0,061832727	0,543327161	3,538249636	7	657	3
2233	0	0	0	1454,613609	105	0,061832727	0,543327161	3,538249636	7	657	3
2234	0	0	0	1454,703602	105	0,061832727	0,543327161	3,538249636	7	657	3
2235	0	0	0	1454,80678	105	0,061832727	0,543327161	3,538249636	7	657	3
2236	0	0	0	1454,924087	105	0,061832727	0,543327161	3,538249636	7	657	3
2237	0	0	0	1455,056188	105	0,061832727	0,543327161	3,538249636	7	657	3
2238	0	0	0	1455,209366	105	0,061832727	0,543327161	3,538249636	7	657	3
2239	0	0	0	1455,385585	105	0,061832727	0,543327161	3,538249636	7	657	3
2240	0	0	0	1455,586724	105	0,061832727	0,543327161	3,538249636	7	657	3
2241	0	0	0	1455,814578	105	0,061832727	0,543327161	3,538249636	7	657	3
2242	0	0	0	1456,070866	105	0,061832727	0,543327161	3,538249636	7	657	3
2243	0	0	0	1456,357235	105	0,061832727	0,543327161	3,538249636	7	657	3
2244	0	0	0	1456,675267	105	0,061832727	0,543327161	3,538249636	7	657	3
2245	0	0	-0,075757187	1457,026483	105	0,061832727	0,543327161	3,538249636	7	657	3
2246	0	0	0,337792541	1487,403588	17	0,007508032	0,020843201	0,430170435	1	685	3
2247	0,651811189	2,34652028	0,642181235	1487,325406	17	0,007508032	0,020843201	0,430170435	1	685	3
2248	1,160979021	4,179524476	0,439966006	1487,250847	17	0,007508032	0,020843201	0,430170435	1	685	3
2249	1,581657343	5,693966434	0,516709013	1487,181631	17	0,007508032	0,020843201	0,430170435	1	685	3
2250	2,159177156	7,773037762	0,458024087	1487,119518	17	0,007508032	0,020843201	0,430170435	1	685	3
2251	2,436888112	8,772797203	0,166008741	1487,066288	17	0,007508032	0,020843201	0,430170435	1	685	3
2252	2,506536131	9,02353007	-0,035105672	1487,023728	18	0,05819535	0,197356841	3,33059145	1	685	3
2253	2,368424242	8,526327273	-0,238224165	1486,993621	18	0,05819535	0,197356841	3,33059145	1	685	3
2254	2,032734266	7,317843357	-0,452276224	1486,977736	18	0,05819535	0,197356841	3,33059145	1	685	3
2255	1,50516317	5,418587413	-0,52973446	1486,977809	18	0,05819535	0,197356841	3,33059145	1	685	3
2256	1,027762238	3,699944056	-0,377073232	1486,995538	18	0,05819535	0,197356841	3,33059145	1	685	3
2257	0,685461538	2,467661538	-0,559744561	1487,03257	18	0,05819535	0,197356841	3,33059145	1	685	3
2258	0	0	-0,371327506	1487,090488	18	0,05819535	0,197356841	3,33059145	1	685	3
2259	0	0	0,057121795	1487,170803	18	0,05819535	0,197356841	3,33059145	1	685	3
2260	0	0	0	1487,274943	18	0,05819535	0,197356841	3,33059145	1	685	3
2261	0	0	0	1487,404243	18	0,05819535	0,197356841	3,33059145	1	685	3
2262	0	0	0	1487,559937	18	0,05819535	0,197356841	3,33059145	1	685	3
2263	0	0	0	1487,743148	18	0,05819535	0,197356841	3,33059145	1	685	3
2264	0	0	0	1487,954879	18	0,05819535	0,197356841	3,33059145	1	685	3
2265	0	0	0	1488,196006	18	0,05819535	0,197356841	3,33059145	1	685	3
2266	0	0	0	1488,467271	18	0,05819535	0,197356841	3,33059145	1	685	3
2267	0	0	0	1488,769271	18	0,05819535	0,197356841	3,33059145	1	685	3
2268	0	0	0	1489,102457	18	0,05819535	0,197356841	3,33059145	1	685	3
2269	0	0	0	1489,467122	18	0,05819535	0,197356841	3,33059145	1	685	3
2270	0	0	-0,054026224	1489,863396	18	0,05819535	0,197356841	3,33059145	1	685	3
2271	0	0	0,610560606	1502,3768	20	0,004439257	0,25796295	0,254349003	1	689	3
2272	1,20383683	4,333812587	1,236094017	1502,414274	20	0,004439257	0,25796295	0,254349003	1	689	3
2273	2,303967366	8,294282517	1,17872028	1502,45244	20	0,004439257	0,25796295	0,254349003	1	689	3
2274	3,598610723	12,9549986	1,372127234	1502,491103	20	0,004439257	0,25796295	0,254349003	1	689	3
2275	5,013547786	18,04877203	1,437956682	1502,530055	21	0,001326816	0,519691282	0,076020902	1	689	3
2276	6,41495338	23,09383217	1,325062549	1502,569078	21	0,001326816	0,519691282	0,076020902	1	689	3
2277	7,579228438	27,28522238	0,905187063	1502,606696	21	0,001326816	0,519691282	0,076020902	1	689	3
2278	8,223305361	29,6038993	0,510054196	1502,642693	21	0,001326816	0,519691282	0,076020902	1	689	3
2279	8,618118881	31,02522797	0,18891958	1502,676868	21	0,001326816	0,519691282	0,076020902	1	689	3
2280	8,605426573	30,97953566	-0,147641414	1502,709029	21	0,001326816	0,519691282	0,076020902	1	689	3
2281	8,36916317	30,12898741	-0,316811383	1502,739	21	0,001326816	0,519691282	0,076020902	1	689	3
2282	8,003356643	28,81208392	-0,402471639	1502,766618	21	0,001326816	0,519691282	0,076020902	1	689	3
2283	7,603296037	27,37186573	-0,369002331	1502,791734	21	0,001326816	0,519691282	0,076020902	1	689	3
2284	7,308149184	26,30933706	-0,181724165	1502,814215	21	0,001326816	0,519691282	0,076020902	1	689	3
2285	7,235531469	26,04791329	-0,013578866	1502,833942	21	0,001326816	0,519691282	0,076020902	1	689	3
2286	7,24193007	26,07094825	0,007889666	1502,850811	21	0,001326816	0,519691282	0,076020902	1	689	3
2287	7,23648951	26,05136224	-0,009040404	1502,864733	21	0,001326816	0,519691282	0,076020902	1	689	3
2288	7,221137529	25,9960951	-0,018581391	1502,875638	21	0,001326816	0,519691282	0,076020902	1	689	3
2289	7,177675991	25,83963357	-0,126014375	1502,883467	21	0,001326816	0,519691282	0,076020902	1	689	3
2290	6,994398601	25,17983497	-0,139349845	1502,88818	21	0,001326816	0,519691282	0,076020902	1	689	3
2291	6,934750583	24,9651021	-0,015089161	1502,889754	21	0,001326816	0,519691282	0,076020902	1	689	3
2292	6,949932401	25,01975664	0,023206099	1502,88818	21	0,001326816	0,519691282	0,076020902	1	689	3
2293	7,003016317	25,21085874	0,148991841	1502,883467	21	0,001326816	0,519691282	0,076020902	1	689	3
2294	7,262051282	26,14338462	0,343119464	1502,875638	21	0,001326816	0,519691282	0,076020902	1	689	3
2295	7,643799534	27,51767832	0,358682984	1502,864733	21	0,001326816	0,519691282	0,076020902	1	689	3
2296	7,958764569	28,65155245	0,308168221	1502,850811	21	0,001326816	0,519691282	0,076020902	1	689	3
2297	8,272526807	29,7810965	0,315023504	1502,833942	21	0,001326816	0,519691282	0,076020902	1	689	3
2298	8,593850816	30,93786294	0,339753885	1502,814215	21	0,001326816	0,519691282	0,076020902	1	689	3
2299	8,944207459	32,19914685	0,335378011	1502,791734	21	0,001326816	0,519691282	0,076020902	1	689	3
2300	9,25516317	33,31858741	0,298837218	1502,766618	21	0,001326816	0,519691282	0,076020902	1	689	3
2301	9,53848951	34,33856224	0,258191725	1502,739	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2302	9,762060606	35,14341818	0,185438423	1502,709029	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2303	9,901086247	35,64391049	0,08967871	1502,676868	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2304	9,930675991	35,75043357	-0,041927156	1502,642693	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2305	9,811268065	35,32056503	-0,193407537	1502,606696	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2306	9,546641026	34,36790769	-0,336933372	1502,569078	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2307	9,14969697	32,93890909	-0,443937646	1502,530055	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2308	8,681307692	31,25270769	-0,488842463	1502,491103	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2309	8,215853147	29,57707133	-0,383835859	1502,45244	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2310	7,942	28,5912	-0,184417832	1502,414274	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2311	7,841265734	28,22855664	-0,02550272	1502,3768	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2312	7,897622378	28,43144056	0,171207459	1502,340205	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2313	8,166864802	29,40071329	0,31704526	1502,304663	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2314	8,49230303	30,57229091	0,330650544	1502,270333	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2315	8,794167832	31,6590042	0,23619289	1502,237363	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2316	8,948240093	32,21366434	0,093053613	1502,205889	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2317	8,98004662	32,32816783	-0,044736402	1502,176028	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2318	8,862689977	31,90568392	-0,179509907	1502,147885	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2319	8,64660373	31,12777343	-0,216129759	1502,121551	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2320	8,434815851	30,36533706	-0,248321678	1502,097096	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2321	8,150610723	29,3421986	-0,299824398	1502,074577	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2322	7,874606061	28,34858182	-0,200206876	1502,054034	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2323	7,762818182	27,94614545	-0,050802059	1502,035485	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2324	7,734958042	27,84584895	-0,041986014	1502,018934	22	-0,003825733	0,99169942	-0,21919728	1	689	3
2325	7,643051282	27,51498462	-0,149724553	1502,004364	23	0,000153544	0,298296693	0,008797449	1	689	3
2326	7,42030303	26,71309091	-0,300317211	1501,991737	23	0,000153544	0,298296693	0,008797449	1	689	3
2327	7,042272727	25,35218182	-0,452768842	1501,980996	23	0,000153544	0,298296693	0,008797449	1	689	3
2328	6,532536131	23,51713007	-0,533869464	1501,972062	23	0,000153544	0,298296693	0,008797449	1	689	3
2329	5,974142191	21,50691189	-0,632719308	1501,964837	23	0,000153544	0,298296693	0,008797449	1	689	3
2330	5,281692308	19,01409231	-0,695442502	1501,959197	23	0,000153544	0,298296693	0,008797449	1	689	3
2331	4,628153846	16,66135385	-0,574515346	1501,954999	23	0,000153544	0,298296693	0,008797449	1	689	3
2332	4,109939394	14,79578182	-0,553270396	1501,952074	23	0,000153544	0,298296693	0,008797449	1	689	3
2333	3,49430303	12,57949091	-0,634895493	1501,950229	23	0,000153544	0,298296693	0,008797449	1	689	3
2334	2,850130536	10,26046993	-0,66532906	1501,949249	23	0,000153544	0,298296693	0,008797449	1	689	3
2335	2,168428904	7,806344056	-0,685963869	1501,94889	23	0,000153544	0,298296693	0,008797449	1	689	3
2336	1,486895105	5,352822378	-0,661451049	1501,948887	23	0,000153544	0,298296693	0,008797449	1	689	3
2337	0,819986014	2,95194965	-0,810560995	1501,949681	23	0,000153544	0,298296693	0,008797449	1	689	3
2338	0	0	-0,422749417	1501,951186	23	0,000153544	0,298296693	0,008797449	1	689	3
2339	0	0	0,068332168	1501,953314	23	0,000153544	0,298296693	0,008797449	1	689	3
2340	0	0	0	1501,955976	23	0,000153544	0,298296693	0,008797449	1	689	3
2341	0	0	0	1501,959082	23	0,000153544	0,298296693	0,008797449	1	689	3
2342	0	0	0	1501,962542	23	0,000153544	0,298296693	0,008797449	1	689	3
2343	0	0	0	1501,96627	23	0,000153544	0,298296693	0,008797449	1	689	3
2344	0	0	0	1501,970179	23	0,000153544	0,298296693	0,008797449	1	689	3
2345	0	0	0	1501,974186	23	0,000153544	0,298296693	0,008797449	1	689	3
2346	0	0	0	1501,978209	23	0,000153544	0,298296693	0,008797449	1	689	3
2347	0	0	0	1501,982172	23	0,000153544	0,298296693	0,008797449	1	689	3
2348	0	0	0	1501,986004	23	0,000153544	0,298296693	0,008797449	1	689	3
2349	0	0	0	1501,989637	23	0,000153544	0,298296693	0,008797449	1	689	3
2350	0	0	0	1501,993012	23	0,000153544	0,298296693	0,008797449	1	689	3
2351	0	0	0	1501,996074	23	0,000153544	0,298296693	0,008797449	1	689	3
2352	0	0	0	1501,998779	23	0,000153544	0,298296693	0,008797449	1	689	3
2353	0	0	0	1502,001089	23	0,000153544	0,298296693	0,008797449	1	689	3
2354	0	0	0	1502,002978	23	0,000153544	0,298296693	0,008797449	1	689	3
2355	0	0	0	1502,004429	23	0,000153544	0,298296693	0,008797449	1	689	3
2356	0	0	0	1502,005436	23	0,000153544	0,298296693	0,008797449	1	689	3
2357	0	0	0	1502,006007	23	0,000153544	0,298296693	0,008797449	1	689	3
2358	0	0	0	1502,006162	23	0,000153544	0,298296693	0,008797449	1	689	3
2359	0	0	0	1502,005935	23	0,000153544	0,298296693	0,008797449	1	689	3
2360	0	0	0	1502,005375	23	0,000153544	0,298296693	0,008797449	1	689	3
2361	0	0	0	1502,00455	23	0,000153544	0,298296693	0,008797449	1	689	3
2362	0	0	0	1502,003541	23	0,000153544	0,298296693	0,008797449	1	689	3
2363	0	0	0	1502,002451	23	0,000153544	0,298296693	0,008797449	1	689	3
2364	0	0	0	1502,001399	23	0,000153544	0,298296693	0,008797449	1	689	3
2365	0	0	0	1502,000528	23	0,000153544	0,298296693	0,008797449	1	689	3
2366	0	0	-0,066319347	1502	23	0,000153544	0,298296693	0,008797449	1	689	3
2367	0	0	0,45558042	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2368	0,858244755	3,089681119	0,771182012	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2369	1,398993007	5,036374825	0,52406352	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2370	1,937759907	6,975935664	0,491092657	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2371	2,347358974	8,450492308	0,320072261	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2372	2,552060606	9,187418182	0,064363636	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2373	2,472531469	8,901113287	-0,22467366	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2374	2,166776224	7,800394406	-0,281548368	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2375	1,961167832	7,060204196	-0,170961538	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2376	1,839731935	6,623034965	-0,026621018	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2377	1,907715618	6,867776224	0,127129371	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2378	2,058610723	7,410998601	0,148206294	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2379	2,186645688	7,871924476	0,128523699	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2380	2,29269697	8,253709091	0,03402195	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2381	2,238121212	8,057236364	-0,126895493	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2382	2,062151515	7,423745455	-0,214013403	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2383	1,865027972	6,714100699	-0,110676768	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2384	1,876111888	6,754002797	0,102470474	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2385	2,077925408	7,480531469	0,335853535	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2386	2,535685315	9,128467133	0,545774281	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2387	3,11137296	11,20094266	0,572003885	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2388	3,594400932	12,93984336	0,288536131	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2389	3,68360373	13,26097343	0,012324204	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2390	3,651097902	13,14395245	-0,13657129	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2391	3,417058275	12,30140979	-0,292583139	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2392	3,100892774	11,16321399	-0,334154623	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2393	2,792960373	10,05465734	-0,224709402	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2394	2,668170163	9,605412587	-0,044065074	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2395	2,65179021	9,546444755	-0,063248252	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2396	2,500312354	9,001124476	-0,218238151	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2397	2,209076923	7,952676923	-0,376661228	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2398	1,745321678	6,283158042	-0,561727855	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2399	1,131799534	4,074478322	-0,564239705	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2400	0,622827506	2,242179021	-0,609089549	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2401	0	0	-0,320901709	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2402	0	0	0,051902292	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2403	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2404	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2405	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2406	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2407	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2408	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2409	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2410	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2411	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2412	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2413	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2414	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2415	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2416	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2417	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2418	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2419	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2420	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2421	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2422	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2423	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2424	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2425	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2426	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2427	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2428	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2429	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2430	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2431	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2432	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2433	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2434	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2435	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2436	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2437	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2438	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2439	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2440	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2441	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2442	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2443	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2444	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2445	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2446	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2447	0	0	0	1502	24	5,17296E-13	0,565798984	2,96389E-11	1	693	3
2448	0	0	0	1506,432913	0	0,034292928	0,760739464	1,964070364	10	693	3
2449	0	0	0	1506,085154	0	0,034292928	0,760739464	1,964070364	10	693	3
2450	0	0	0	1505,768756	0	0,034292928	0,760739464	1,964070364	10	693	3
2451	0	0	0	1505,482831	0	0,034292928	0,760739464	1,964070364	10	693	3
