micro_ciclo;Driver;Speed_mean;Speed_max;Acel_pos_mean;Acel_pos_max;Acel_neg_mean;Acel_neg_max;Duration;Distance;time_ralenti;time_mov;Pend160_pos_max;Pend160_neg_mean;Pend160_neg_max;time_Pend160_pos;time_Pend160_neg;Pend200_pos_mean;Pend200_pos_max;Pend200_neg_mean;Pend200_neg_max;time_Pend200_pos;time_Pend200_neg;Social_stratum;Driver_age;PC1;PC2;PC3;PC4;Cluster
172;18;15.68115365;51.27957483;0.745945205;1.452084499;-0.306965049;-1.440301865;78;344.1142051;44.87179487;56.41025641;0;-0.030248708;-0.044998807;0;101.2820513;0;0;-0.01983525;-0.020856157;0;101.2820513;4;41;0.533215492;-1.531367866;1.526219364;-0.255282314;1
173;18;33.70662743;67.20917203;0.487087849;1.977084499;-0.357979212;-1.453100233;209;1966.219933;22.96650718;77.51196172;0.036601466;-0.016248273;-0.044998807;77.03349282;23.44497608;0.016067154;0.041525115;-0.008041302;-0.020856157;76.07655502;24.40191388;4;41;2.685504673;0.535516992;0.221761396;-0.49389179;2
174;18;22.53165944;43.83893706;0.687739359;1.582083722;-0.412076994;-1.147426573;47;300.4221259;19.14893617;82.9787234;0.006828913;0;0;102.1276596;0;0.020376008;0.026835456;0;0;102.1276596;0;4;41;1.407422276;1.258030492;1.263396986;0.592531555;3
175;18;4.820702098;6.589602797;0.135181697;0.573391026;-0.09022236;-0.532150932;39;53.56335664;10.25641026;92.30769231;0.017624744;0;0;102.5641026;0;0.023601028;0.026835456;0;0;102.5641026;0;4;41;-1.621145197;1.728759942;-0.686459635;-0.399622689;3
176;18;2.727169109;5.175146853;0.234571808;0.648393745;-0.150461705;-0.488026418;22;17.42358042;27.27272727;77.27272727;0.017624744;0;0;104.5454545;0;0.005272598;0.005272598;0;0;104.5454545;0;4;41;-1.94589735;1.535440954;-0.130885841;-0.32253071;3
177;18;4.999280022;6.828184615;0.073144806;0.436046037;-0.076185082;-0.515762238;101;141.6462673;6.930693069;94.05940594;0.017624744;-0.00428306;-0.00428306;75.24752475;25.74257426;0.005272598;0.005272598;0;0;100.990099;0;4;41;-1.631195191;1.55587302;-0.918388327;-0.840042172;3
178;18;4.958577451;7.800646154;0.137082508;0.549253691;-0.073877113;-0.662540987;56;78.51080963;16.07142857;85.71428571;0;-0.00428306;-0.00428306;0;101.7857143;0.005272598;0.005272598;-0.017989782;-0.017989782;37.5;64.28571429;4;41;-1.818948661;-0.134942059;-0.583877675;-0.911953862;3
179;18;3.197799845;5.988201399;0.223636242;0.501848291;-0.181439841;-0.495417638;17;15.98899922;29.41176471;76.47058824;0;-0.00428306;-0.00428306;0;105.8823529;0;0;-0.017989782;-0.017989782;0;105.8823529;4;41;-2.220080265;-1.162673663;-0.093134137;-0.909369132;1
180;18;2.744852854;6.793661538;0.107995101;0.671967366;-0.047958933;-0.53943648;104;80.05820824;46.15384615;54.80769231;0.002145992;-0.033055861;-0.050197105;28.84615385;72.11538462;0;0;-0.029979872;-0.044776153;0;100.9615385;3;36;-2.680407176;-1.162873734;-0.680245504;-1.28435731;1
181;19;16.1685768;48.8540979;0.956970208;1.938898601;-0.465305122;-2.132466977;57;260.4937374;43.85964912;57.89473684;0.001181559;-0.050197105;-0.050197105;64.9122807;36.84210526;0.006057046;0.006057046;-0.044776153;-0.044776153;59.64912281;42.10526316;2;31;1.795777674;-0.37311234;2.314131538;1.083072408;2
182;19;25.64625491;69.5379021;0.889772786;2.507338772;-0.490260392;-1.797635975;92;662.5282517;30.43478261;70.65217391;0.001181559;-0.002388302;-0.003110413;10.86956522;90.2173913;0.006057046;0.006057046;-0.008327239;-0.013610207;19.56521739;81.52173913;2;31;2.896701565;-1.192988087;2.321734586;0.319077227;2
183;19;25.29584134;42.57843357;0.958074139;2.1901554;-0.918868023;-2.024170552;60;428.6239782;1.666666667;100;0.028770457;-0.024091725;-0.055769463;43.33333333;58.33333333;0.006005672;0.006005672;-0.02279441;-0.032634627;53.33333333;48.33333333;2;31;3.785583046;-0.564140818;2.788484481;1.534487216;2
184;19;23.94764272;42.43426573;0.705706779;1.864652292;-0.595116388;-1.396732712;43;292.693411;9.302325581;93.02325581;0;-0.023944251;-0.055769463;0;102.3255814;0;0;-0.012737876;-0.032634627;0;102.3255814;2;31;2.063090256;-1.660025413;1.821320838;0.280987663;2
185;19;0.939306915;2.235440559;0.246069024;0.363018648;-0.122370824;-0.355868298;8;2.348267288;62.5;50;0;-0.047303815;-0.05917393;0;112.5;0;0;-0.004394077;-0.004394077;0;112.5;2;31;-3.324717622;-1.107337441;0.034582947;-1.155153082;1
186;19;0.216268962;2.442545455;0.192889957;0.382418415;-0.017447107;-0.34729798;51;3.123885004;92.15686275;9.803921569;0;-0.05917393;-0.05917393;0;101.9607843;0;0;-0.057027039;-0.06262629;0;101.9607843;2;31;-4.279710375;-1.256200494;-0.507849553;-1.081747994;1
187;19;55.97656612;96.13518881;0.479956084;2.339566822;-0.494490285;-2.165687646;728;11335.25464;0.686813187;99.45054945;0.048565966;-0.02101391;-0.05917393;81.59340659;18.54395604;0.009497938;0.040504551;-0.022581659;-0.06262629;83.79120879;16.34615385;2;31;7.408550255;0.268859874;-2.586923843;-3.013588083;4
188;19;0.169568765;2.133902098;0.181863831;0.348329448;-0.017017288;-0.325304973;47;2.260916861;93.61702128;8.510638298;0.013015115;0;0;102.1276596;0;0.007627384;0.007627384;0;0;102.1276596;0;2;31;-4.15602705;1.654964922;-0.337335267;-0.833525152;3
189;19;21.5624158;44.55398601;0.45076977;1.709479409;-0.498975973;-1.514632867;136;820.5697125;2.941176471;97.79411765;0.013015115;-0.021130089;-0.051787611;24.26470588;76.47058824;0.007627384;0.007627384;-0.02008203;-0.047234329;27.94117647;72.79411765;2;31;2.064100737;-0.860479733;0.687617911;-0.111424655;2
190;19;51.12802437;104.3811189;0.51984995;2.030392385;-0.475056488;-1.823166278;621;8833.786434;1.449275362;98.71175523;0.027499336;-0.012413092;-0.051787611;14.17069243;85.99033816;0.006445503;0.018023122;-0.013397046;-0.047234329;21.73913043;78.42190016;2;31;6.325725167;-1.193934471;-1.76851025;-2.957242858;4
191;19;19.92524354;63.76128671;0.712084227;2.180557498;-0.265889666;-1.688455711;91;509.2006682;47.25274725;53.84615385;0.027499336;-0.005995499;-0.01626264;14.28571429;86.81318681;0.005289632;0.005289632;-0.00909543;-0.015174332;18.68131868;82.41758242;2;31;1.419310021;-1.064120614;1.668825959;-0.21501252;2
192;19;3.153516706;29.07272727;0.912910731;1.584448329;-0.131275114;-1.798820901;71;63.07033411;81.69014085;19.71830986;0.008699453;-0.002827741;-0.002827741;83.09859155;18.30985915;0.008113055;0.008113055;-0.007937544;-0.007937544;91.54929577;9.85915493;2;31;-0.772865475;0.858423967;1.982458526;0.502599209;3
193;19;21.7601583;42.3307972;0.624436998;2.127307692;-0.321860013;-0.982610723;87;531.9149806;21.83908046;79.31034483;0.069174345;-0.017408997;-0.017408997;66.66666667;34.48275862;0.043176701;0.06643535;0;0;101.1494253;0;2;31;1.453592706;1.525476271;0.835006739;0.584426656;3
194;19;0.379487179;2.160671329;0.181342269;0.353216783;-0.052286047;-0.353449883;17;1.897435897;88.23529412;17.64705882;0;-0.017408997;-0.017408997;0;105.8823529;0.06643535;0.06643535;0;0;105.8823529;0;2;31;-3.867999598;2.250947969;-0.671533388;-0.19503176;3
195;19;1.797834965;3.632223776;0.226723776;0.504871795;-0.225130148;-0.486177156;9;4.993986014;44.44444444;66.66666667;0;-0.017408997;-0.017408997;0;111.1111111;0.06643535;0.06643535;0;0;111.1111111;0;2;31;-2.230586546;2.211686479;-0.45638929;0.274528299;3
196;19;0.436102564;2.539468531;0.166190754;0.389032634;-0.052243347;-0.414294872;20;2.543931624;85;20;0;-0.017408997;-0.017408997;0;105;0.06643535;0.06643535;0;0;105;0;2;31;-3.741534563;2.234717937;-0.688619687;-0.20274697;3
197;19;13.68782962;51.68668531;0.811632673;1.524749417;-0.405852538;-2.266208236;65;250.9435431;47.69230769;53.84615385;0;-0.008905952;-0.017408997;0;101.5384615;0.06643535;0.06643535;-0.008581289;-0.011793607;13.84615385;87.69230769;2;31;1.305126767;-0.606774544;1.69637161;0.691451362;2
198;19;15.05464646;30.66612587;0.949172063;1.543937451;-0.960446775;-1.464279332;17;75.27323232;11.76470588;94.11764706;0;-0.016934649;-0.022933041;0;105.8823529;0;0;-0.006562117;-0.006562117;0;105.8823529;2;31;2.141706599;-1.704193578;2.923162665;1.075621083;2
199;19;17.8666093;48.56081119;0.501984566;1.259679487;-0.361975882;-1.963453768;130;650.1460606;33.07692308;67.69230769;0.054671207;-0.023490535;-0.023955113;75.38461538;25.38461538;0.054567774;0.074417619;-0.014996723;-0.020619793;70;30.76923077;2;31;1.291723324;0.797447607;0.433191605;0.333358666;2
200;19;18.98211814;36.81062937;0.600326448;1.461752137;-0.372356322;-1.340602176;46;247.8220979;17.39130435;84.7826087;0.054671207;-0.012518773;-0.012518773;39.13043478;63.04347826;0.074417619;0.074417619;-0.010829473;-0.010829473;30.43478261;71.73913043;2;31;1.054642946;0.000649276;0.7241353;0.557556143;2
201;19;21.65593333;50.33697902;0.683156146;1.952940948;-0.702827635;-1.80979021;72;439.1342036;4.166666667;97.22222222;0.119191238;-0.018083592;-0.025093307;25;76.38888889;0.063757684;0.063757684;-0.01683406;-0.021620171;4.166666667;97.22222222;2;31;2.884662538;-0.984042482;1.524324106;0.923229796;2
202;19;7.093594406;13.31420979;0.383697552;0.735137918;-0.38129157;-0.763587801;19;39.40885781;21.05263158;84.21052632;0.119191238;0;0;105.2631579;0;0.063757684;0.063757684;0;0;105.2631579;0;2;31;-0.70061182;1.961072398;0.09784742;0.656566617;3
203;19;2.599114885;7.382853147;0.280199862;0.578306138;-0.133372592;-0.469660062;27;20.215338;40.74074074;62.96296296;0.119191238;0;0;103.7037037;0;0.063757684;0.063757684;0;0;103.7037037;0;2;31;-2.184759481;2.089836786;-0.470656861;0.125415753;3
204;19;1.080006993;3.520951049;0.271199495;0.527245532;-0.089148375;-0.42246115;15;4.80003108;66.66666667;40;0.119191238;0;0;106.6666667;0;0.063757684;0.063757684;0;0;106.6666667;0;2;31;-3.030055306;2.166187058;-0.436870352;0.039548244;3
205;19;0.546144522;1.983608392;0.171712315;0.319242424;-0.085466929;-0.321689977;11;1.82048174;81.81818182;27.27272727;0.119191238;0;0;109.0909091;0;0.063757684;0.063757684;0;0;109.0909091;0;2;31;-3.687418031;2.260807862;-0.673543153;-0.151538793;3
206;19;0.917882118;2.030265734;0.174490093;0.32985237;-0.244546102;-0.334048174;6;1.784770785;66.66666667;50;0.119191238;0;0;116.6666667;0;0.063757684;0.063757684;0;0;116.6666667;0;2;31;-2.963238512;2.304467147;-0.534506913;0.145303332;3
207;19;16.46590417;30.79946853;0.578565527;1.056824009;-0.720644101;-1.335876068;26;123.4942813;11.53846154;92.30769231;0.119191238;-0.043076388;-0.043076388;19.23076923;84.61538462;0.063757684;0.063757684;-0.027650412;-0.027650412;96.15384615;7.692307692;2;31;1.384864708;1.342213336;0.92089188;1.484166451;2
208;19;13.73675306;52.86033566;0.613975699;1.254768842;-0.180189325;-0.78770202;127;488.4178866;51.96850394;48.81889764;0;-0.042684716;-0.05230289;0;100.7874016;0;0;-0.024868301;-0.027650412;0;100.7874016;2;31;-0.428723446;-1.421239855;0.695478941;-0.798789583;1
209;19;18.19162186;32.86027972;0.374938552;1.171872572;-0.468306705;-1.325235043;53;272.8743279;9.433962264;92.45283019;0.047362489;-0.04609093;-0.05230289;30.18867925;71.69811321;0;0;-0.042408034;-0.058502823;0;101.8867925;2;31;0.767861786;-1.610351378;0.571133061;-0.153201823;2
210;19;4.037998235;5.958881119;0.082280497;0.629143357;-0.066875821;-0.406315074;102;115.5316162;0.980392157;100;0.047362489;-0.087877683;-0.087877683;90.19607843;10.78431373;0;0;-0.029279372;-0.058502823;0;100.9803922;2;31;-1.703420827;-1.205848753;-1.002934775;-1.160732162;1
211;19;3.92117663;12.9521958;0.432045212;0.834691142;-0.161044475;-0.528137141;30;33.76568765;46.66666667;56.66666667;0;-0.087877683;-0.087877683;0;103.3333333;0;0;-0.003775269;-0.003775269;0;103.3333333;2;31;-2.109376352;-1.13435379;0.553310998;-0.823113962;1
212;19;1.851043907;4.706013986;0.131540836;0.445328283;-0.055576788;-0.394733877;60;31.36491064;38.33333333;63.33333333;0;-0.087877683;-0.087877683;0;101.6666667;0;0;-0.003775269;-0.003775269;0;101.6666667;2;31;-2.838474619;-0.949053312;-0.452307492;-1.418972215;1
213;19;3.450905022;12.17865734;0.355183043;0.753275058;-0.109757881;-0.748426573;54;52.72216006;59.25925926;42.59259259;0;-0.087877683;-0.087877683;0;101.8518519;0;0;-0.003775269;-0.003775269;0;101.8518519;2;31;-2.455851053;-1.084815951;0.369879085;-1.053520073;1
214;19;10.43212937;29.02690909;0.539154804;1.35538073;-0.291228595;-1.17989899;79;231.8250971;24.05063291;77.21518987;0.032992439;-0.087877683;-0.087877683;88.60759494;12.65822785;0.016230341;0.016230341;-0.054220272;-0.065990772;54.43037975;46.83544304;2;31;0.157799138;-0.173820615;0.497407973;0.393934879;2
215;19;4.576597802;19.65213986;0.700866841;1.274318182;-0.205847506;-0.875856643;34;44.49470085;64.70588235;38.23529412;0.032992439;0;0;102.9411765;0;0;0;-0.065990772;-0.065990772;0;102.9411765;2;31;-1.596697762;-1.65800281;1.076308946;0.090689973;1
216;19;1.787497976;4.906405594;0.246148342;0.603956876;-0.112171568;-0.454444444;18;9.434017094;55.55555556;50;0.032992439;0;0;105.5555556;0;0;0;-0.065990772;-0.065990772;0;105.5555556;2;31;-2.955155671;-1.427476482;-0.297789871;-0.641055546;1
217;19;0.042674518;1.824335664;0.190034965;0.337839938;-0.007872183;-0.337839938;56;0.675679876;100;1.785714286;0.032992439;0;0;101.7857143;0;0;0;-0.065990772;-0.065990772;0;101.7857143;2;31;-4.524479867;-1.27961587;-0.562385776;-1.085820331;1
218;19;9.437304196;27.89639161;0.654851237;1.125637141;-0.393994658;-1.238867521;31;83.88714841;38.70967742;64.51612903;0.032992439;0;0;103.2258065;0;0;0;-0.065990772;-0.065990772;0;103.2258065;2;31;-0.285598412;-1.738607856;1.145999774;0.296589184;1
219;19;25.55697163;47.87664336;0.855879193;1.800448718;-0.655689135;-1.242793318;52;376.2554157;5.769230769;96.15384615;0.013208698;-0.045725145;-0.045725145;69.23076923;32.69230769;0.027702656;0.027702656;-0.038449518;-0.065990772;46.15384615;55.76923077;2;31;2.52929099;-0.498942917;1.621131153;1.210609872;2
220;19;24.80877315;39.79166434;1.035713708;2.054941725;-0.937385841;-1.937692308;24;172.2831469;4.166666667;100;0;-0.022246692;-0.045725145;0;104.1666667;0;0;-0.01207654;-0.029686391;0;104.1666667;2;31;3.441056225;-1.901697321;3.185640637;1.291882521;2
221;19;51.38664605;79.83566434;0.536212721;2.462940948;-0.394439035;-1.7345338;160;2298.125004;13.75;86.875;0.017412331;-0.00037032;-0.000574273;85;15.625;0.007683072;0.018100279;-0.00033664;-0.00033664;93.125;7.5;2;31;4.203576764;0.758486377;0.716233666;-0.475865886;2
222;19;3.723051748;7.117006993;0.407787879;0.874972805;-0.406625874;-0.83048174;9;10.34181041;33.33333333;77.77777778;0.016308252;0;0;111.1111111;0;0.011289764;0.011289764;0;0;111.1111111;0;2;31;-1.03220541;1.516698867;0.712504126;0.387121265;3
223;17;26.20984781;49.14612587;0.468562049;1.663426573;-0.347886444;-1.183036131;236;1725.481647;13.13559322;87.28813559;0.023841445;-0.055567665;-0.182786526;68.22033898;32.20338983;0.009703327;0.018229343;-0.048488316;-0.170123323;65.25423729;35.16949153;2;30;1.96127131;-0.298315404;-0.528579218;0.017508691;2
224;2;20.16990249;43.49924476;0.524972222;1.768684926;-0.451229996;-1.856299534;193;1086.933634;0.518134715;100;0.003635636;-0.087446006;-0.182786526;22.27979275;78.23834197;0;0;-0.070601032;-0.170123323;0;100.5181347;2;24;2.380067423;-2.155853455;0.260926801;0.212280402;2
225;2;30.99810886;62.07524476;0.410543275;1.222231935;-0.433343552;-1.336031469;290;2505.680466;0.689655172;99.65517241;0.008538206;-0.028485355;-0.075107352;6.896551724;93.44827586;0.003978838;0.003978838;-0.028845843;-0.050571335;11.03448276;89.31034483;2;24;2.599059622;-1.303520296;-0.435561057;-1.228126496;2
226;2;1.148773893;2.092867133;0.382121212;0.39989122;-0.439189977;-0.439189977;2;0.957311577;50;100;0;-0.005508899;-0.005508899;0;150;0;0;-0.00415077;-0.00415077;0;150;2;24;-1.944869604;-1.694489562;0.643241722;-0.580003007;1
227;2;20.76918843;40.46257343;0.737879306;1.543166278;-0.514991347;-1.115827506;36;213.4611033;13.88888889;88.88888889;0;-0.018204209;-0.04065122;0;102.7777778;0;0;-0.012211842;-0.017118582;0;102.7777778;2;24;1.324111458;-1.550570209;1.698365254;0.115417039;2
228;2;0.651306294;2.064167832;0.174003982;0.310804196;-0.116291116;-0.33743007;9;1.809184149;77.77777778;33.33333333;0;-0.04065122;-0.04065122;0;111.1111111;0;0;-0.017118582;-0.017118582;0;111.1111111;2;24;-3.821972828;-1.130453333;-0.153720648;-1.204241423;1
229;2;0.653529138;2.027328671;0.244107744;0.375431235;-0.246807174;-0.356891997;5;1.089215229;80;40;0;-0.04065122;-0.04065122;0;120;0;0;-0.017118582;-0.017118582;0;120;2;24;-3.465647251;-1.29520076;0.183743967;-0.947446172;1
230;2;12.93008135;29.09295105;0.590307401;1.489425019;-0.286734242;-1.131089744;48;175.9927739;33.33333333;68.75;0;-0.025798775;-0.04065122;0;102.0833333;0;0;-0.017180298;-0.017202585;0;102.0833333;2;24;-0.077206695;-1.422711995;1.189640503;-0.313737499;1
231;2;10.16459466;31.55974825;0.455490913;1.563890831;-0.227453839;-1.248492618;107;304.9378399;37.38317757;63.55140187;0;-0.02951518;-0.041606128;0;100.9345794;0;0;-0.023918126;-0.036751864;0;100.9345794;2;24;-0.193452995;-1.445533687;0.70016829;-0.576991118;1
232;2;10.76365825;22.12321678;0.770335324;1.134537685;-0.415912976;-0.635536131;22;68.76781663;9.090909091;95.45454545;0;-0.041606128;-0.041606128;0;104.5454545;0;0;-0.036751864;-0.036751864;0;104.5454545;2;24;0.09121017;-1.579155473;1.290174252;0.270020805;1
233;2;56.05746495;92.13935664;0.366266665;1.505895493;-0.348389076;-1.752917638;725;11304.9221;2.75862069;97.37931034;0.029056697;-0.012057779;-0.04257791;22.06896552;78.06896552;0.016812959;0.03477349;-0.01259901;-0.036751864;23.72413793;76.4137931;2;24;6.05477081;-0.874100379;-3.235884328;-4.030452852;4
234;2;41.55093552;68.65325874;0.832549238;2.249320124;-0.708724424;-1.631635587;49;577.0963267;6.12244898;95.91836735;0.047516546;0;0;102.0408163;0;0.026187264;0.042514497;0;0;102.0408163;0;2;24;4.103123689;1.064520241;2.029390134;1.154925627;2
235;4;28.71250621;69.6281958;0.458228363;1.710914918;-0.380671374;-2.008758741;226;1810.48303;15.48672566;84.95575221;0.047516546;-0.036501094;-0.042371442;70.79646018;29.6460177;0.020870101;0.042514497;-0.03204887;-0.042371442;57.96460177;42.47787611;1;25;2.93667192;-0.020062366;0.108664475;-0.341325174;2
236;20;18.83461821;60.28339301;0.473632222;1.241784771;-0.314200655;-1.676099845;172;905.108042;27.3255814;73.25581395;0.017018478;-0.005736118;-0.008842294;84.88372093;15.69767442;0.008271956;0.013564267;-0.004254084;-0.004493021;69.76744186;30.81395349;1;36;1.382682846;0.405388808;0.515009409;-0.49500525;2
237;20;17.08976802;29.63533427;0.305260031;0.949132479;-0.478502998;-1.426163559;58;280.0823092;12.06896552;89.65517241;0.017018478;-0.019093854;-0.033243716;39.65517241;62.06896552;0.013564267;0.013564267;-0.027543057;-0.027543057;46.55172414;55.17241379;1;36;0.621779067;-0.179832388;0.385761993;-0.01093791;2
238;20;53.89939999;69.7236;0.303769869;1.737417444;-0.356155108;-1.9282162;516;7740.552721;1.162790698;99.03100775;0.135838097;-0.011301539;-0.033243716;31.97674419;68.21705426;0.014119559;0.050637814;-0.011055202;-0.027543057;34.88372093;65.31007752;1;36;5.062078112;-0.511113383;-2.085359619;-2.7765176;4
239;20;50.98584945;70.12697622;0.360473747;1.267765152;-0.407899888;-1.961000389;338;4801.16749;1.479289941;98.81656805;0.135838097;-0.033998457;-0.063888324;38.16568047;62.13017751;0.048753652;0.106968383;-0.037089911;-0.078413432;43.78698225;56.50887574;1;36;4.240657294;-0.094531277;-1.650926914;-1.089782355;4
240;20;27.92179073;58.25822937;0.41630624;1.58981488;-0.317708455;-1.189147436;96;752.3371391;27.08333333;73.95833333;0.008175319;-0.017103357;-0.025261112;18.75;82.29166667;0.006060033;0.006060033;-0.018696608;-0.03798051;18.75;82.29166667;1;36;1.226298629;-1.003462097;0.484260266;-0.620590151;2
241;20;7.552847994;38.31057902;0.980056103;1.714810218;-0.234878539;-1.600544678;56;119.5867599;62.5;39.28571429;0.040548379;-0.025261112;-0.025261112;85.71428571;16.07142857;0;0;-0.03798051;-0.03798051;0;101.7857143;1;36;-0.065411252;-1.688801841;2.138756882;0.298393241;1
242;20;7.719004392;37.98026853;0.616045152;1.244012626;-0.115550076;-0.775165307;113;244.4351391;68.14159292;32.74336283;0.040548379;0;0;100.8849558;0;0.025689324;0.025689324;-0.03798051;-0.03798051;89.38053097;11.50442478;1;36;-1.208225812;0.972063108;0.412166317;0.129664315;3
243;20;19.23463818;33.95163357;0.596942975;1.508885392;-0.599005038;-1.253837801;31;170.9745616;6.451612903;96.77419355;0.025115514;-0.029344519;-0.029344519;16.12903226;87.09677419;0.025689324;0.025689324;-0.074604556;-0.074604556;25.80645161;77.41935484;1;36;1.493761748;-1.02466378;0.951842604;0.979399137;2
244;20;1.065412028;6.171104895;0.375906566;0.645332168;-0.073171834;-0.709737762;29;8.878433566;79.31034483;24.13793103;0.00664191;-0.029344519;-0.029344519;89.65517241;13.79310345;0;0;-0.074604556;-0.074604556;0;103.4482759;1;36;-3.2715071;-1.494124413;0.028395777;-0.507748299;1
245;20;31.03435183;51.09297902;0.577366582;1.265659479;-0.638289318;-2.01450777;81;706.8935695;6.172839506;95.0617284;0.038470412;-0.072425159;-0.072425159;82.71604938;18.51851852;0.029172756;0.049313315;-0.067486289;-0.074604556;69.13580247;32.09876543;1;36;2.798453401;0.078778216;0.712375962;1.028674773;2
246;20;44.3514731;66.32639161;0.330245113;2.015022533;-0.418151493;-1.742010878;491;6061.367991;5.091649695;95.11201629;0.076358286;-0.013719009;-0.072425159;41.14052953;59.06313646;0.022385896;0.066347593;-0.015509872;-0.060368022;43.3808554;56.82281059;1;36;4.571430443;-0.308118637;-1.681462487;-1.920890576;4
247;21;1.550209849;4.715177622;0.081012247;0.337305556;-0.02458105;-0.421063714;94;40.90831546;55.31914894;45.74468085;0;-0.000982513;-0.000982513;0;101.0638298;0;0;-0.011702824;-0.011702824;0;101.0638298;2;38;-3.330501349;-0.951468615;-0.68374463;-1.59821867;1
248;21;3.576168019;5.085474126;0.209500999;0.503903458;-0.144410499;-0.449881507;14;14.90070008;7.142857143;100;0;-0.000982513;-0.000982513;0;107.1428571;0;0;-0.011702824;-0.011702824;0;107.1428571;2;38;-1.79777256;-1.13536151;-0.23280509;-0.962794722;1
249;21;12.76819114;25.33671608;0.511166548;1.054778943;-0.3978153;-0.615591686;41;148.96223;9.756097561;92.68292683;0;-0.030932196;-0.053394458;0;102.4390244;0.003681008;0.003681008;-0.011702824;-0.011702824;26.82926829;75.6097561;2;38;-0.039592581;-0.638768403;0.755280417;-0.160876219;1
250;21;0.892389744;7.032302098;0.423223932;0.925979409;-0.05669361;-0.721084305;41;10.41121368;85.36585366;17.07317073;0;-0.053394458;-0.053394458;0;102.4390244;0.003681008;0.003681008;0;0;102.4390244;0;2;38;-2.987502044;1.449153341;0.523011023;-0.340602878;3
251;21;6.169721939;30.49909091;0.662643401;0.948962704;-0.187281789;-1.42298951;58;101.1148873;67.24137931;34.48275862;0.029659498;-0.053394458;-0.053394458;72.4137931;29.31034483;0.003681008;0.003681008;0;0;101.7241379;0;2;38;-1.075998923;1.235491353;1.231821558;0.093676996;3
252;21;6.200447952;24.36298741;0.413749223;1.15790812;-0.12671776;-0.69412704;97;168.789972;49.48453608;51.54639175;0.029659498;-0.027882382;-0.027882382;45.36082474;55.67010309;0.003681008;0.003681008;-0.011435333;-0.011435333;15.46391753;85.56701031;2;38;-1.527642349;-0.788985826;0.366091968;-0.847041965;1
253;21;12.63495778;25.09053147;0.294334277;0.670523116;-0.228632203;-1.002670163;63;224.6214716;25.3968254;76.19047619;0;-0.017841757;-0.027882382;0;101.5873016;0;0;-0.012799306;-0.013732551;0;101.5873016;2;38;-0.87236954;-1.211870798;0.143314084;-0.962902798;1
254;21;5.110474482;17.33785175;0.42929544;1.057577506;-0.146893796;-0.944098679;50;72.3983885;56;46;0;-0.004053726;-0.007801132;0;102;0.000116271;0.000116271;-0.013732551;-0.013732551;50;52;2;35;-1.709429314;-0.018516566;0.592548156;-0.44392005;3
255;22;10.51005089;19.15854545;0.48391679;0.842465035;-0.71985459;-1.16510878;17;52.55025447;5.882352941;100;0;-0.000156423;-0.000156423;0;105.8823529;0.000116271;0.000116271;0;0;105.8823529;0;2;33;0.734063013;1.190762387;1.267669949;0.753515096;2
256;22;22.22871039;45.60813986;0.490749806;1.506555944;-0.416129001;-1.517480575;342;2117.902129;11.98830409;88.30409357;0.14524898;-0.169819417;-0.274227414;75.73099415;24.56140351;0.078733965;0.159527529;0;0;100.2923977;0;2;33;2.509295553;2.050303598;-0.750018089;0.084718369;3
257;22;23.81042735;55.98612587;0.494332545;1.457661228;-0.451005604;-1.710604118;206;1369.099573;0.485436893;100;0;-0.123237516;-0.274227414;0;100.4854369;0.072623445;0.072623445;-0.09873232;-0.136932266;7.281553398;93.2038835;2;33;2.56270374;-1.255521021;-0.58440438;0.61054676;2
258;22;32.14793937;57.59748252;0.530927563;1.718871406;-0.525476099;-1.829292929;311;2786.154746;0.643086817;99.67845659;0.030608627;-0.053268251;-0.1475574;13.18327974;87.13826367;0.029808798;0.029808798;-0.049489352;-0.116716549;9.324758842;90.99678457;2;33;3.547101154;-1.482921822;-0.317547637;-0.379559354;2
259;22;27.29166907;51.09566434;0.518703497;2.421542347;-0.521887477;-2.232210567;312;2372.859005;1.923076923;98.3974359;0.062668198;-0.024600781;-0.039513306;67.94871795;32.37179487;0.037037427;0.115267281;-0.009644118;-0.023680596;43.91025641;56.41025641;2;33;4.017834492;-0.011621726;0.22411924;-0.084966739;2
260;22;35.46036041;84.26005594;0.367496069;1.707027972;-0.335007342;-1.393735431;710;7003.421181;1.690140845;98.45070423;0.096363895;-0.030758895;-0.092759814;38.87323944;61.26760563;0.035307344;0.115267281;-0.031199826;-0.059356034;42.53521127;57.6056338;2;33;4.723207942;-0.088738757;-2.832678561;-2.44980303;4
261;22;9.0967669;41.28025175;1.060987497;1.640695416;-0.313650066;-1.646575369;47;121.2902253;59.57446809;42.55319149;0.008431739;0;0;102.1276596;0;0.009311973;0.009311973;0;0;102.1276596;0;2;33;0.488550018;1.050786383;2.432470886;0.941062959;2
262;22;17.41200756;31.34467133;0.547075695;1.506497669;-0.547544153;-1.206672494;73;357.9134887;8.219178082;93.15068493;0.112075444;0;0;101.369863;0;0.088797441;0.119403021;0;0;101.369863;0;2;33;1.544430023;2.014967152;0.486623225;1.256919447;3
263;22;16.09855661;40.64265734;0.430992018;1.270672106;-0.219404393;-1.224034577;162;728.9068687;36.41975309;64.19753086;0.124239824;0;0;100.617284;0;0.086884359;0.119403021;0;0;100.617284;0;1;31;0.438927452;2.121207675;-0.380004388;0.278739619;3
